sample_method,sample_size,sample_no,percent_male,protected_frequency,log_geom_diversity,4_entropy
k-DPP,40,51,40,0.6,-32.68237962609913,1.3321790402101223
k-DPP,40,52,40,0.525,-31.623595796947424,1.3514395192866653
k-DPP,40,53,40,0.55,-32.16088146316794,1.3440752928146291
k-DPP,40,54,40,0.6,-31.861046553892827,1.3514395192866653
k-DPP,40,55,40,0.675,-30.131826220347115,1.3033547178082423
k-DPP,40,56,40,0.575,-33.08462822995405,1.3108205863739777
k-DPP,40,57,40,0.575,-31.361729069302474,1.3057360242692195
k-DPP,40,58,40,0.625,-31.418983755442277,1.3493656043083968
k-DPP,40,59,40,0.625,-33.73592357529968,1.3086424230146005
k-DPP,40,60,40,0.55,-31.78248586232346,1.346659467717679
k-DPP,40,61,40,0.625,-30.860140464920697,1.3533763335818898
k-DPP,40,62,40,0.775,-31.335814933085405,1.2245159646384434
k-DPP,40,63,40,0.45,-31.022416901397353,1.3493656043083968
k-DPP,40,64,40,0.625,-32.04111464291319,1.3493656043083968
k-DPP,40,65,40,0.575,-30.064497560423682,1.3605700206113298
k-DPP,40,66,40,0.575,-31.79472137167912,1.341291771031449
k-DPP,40,67,40,0.55,-32.846082017820294,1.3785024724903538
k-DPP,40,68,40,0.675,-30.98406868727546,1.2845384366911246
k-DPP,40,69,40,0.55,-31.709379745909658,1.3195454632493369
k-DPP,40,70,40,0.525,-32.680035512831054,1.354653309514755
k-DPP,40,71,40,0.65,-31.34501831262174,1.3292871999608802
k-DPP,40,72,40,0.625,-30.333838694320647,1.2912553025553353
k-DPP,40,73,40,0.45,-32.129668211994854,1.379010126127726
k-DPP,40,74,40,0.65,-32.232718684953085,1.3350851650920204
k-DPP,40,75,40,0.55,-31.08302856877976,1.3721443232369888
k-DPP,40,76,40,0.725,-31.66757437797155,1.1531446897925988
k-DPP,40,77,40,0.55,-32.80807529955427,1.3762266043445464
k-DPP,40,78,40,0.55,-31.92716793377169,1.3605700206113298
k-DPP,40,79,40,0.55,-34.19236066459231,1.367805709824793
k-DPP,40,80,40,0.6,-30.934737987995657,1.3577864988281498
k-DPP,40,81,40,0.65,-32.34278938578609,1.332870876511696
k-DPP,40,82,40,0.475,-31.481415533263682,1.346659467717679
k-DPP,40,83,40,0.55,-33.14143308755094,1.3762266043445464
k-DPP,40,84,40,0.6,-32.98299480493591,1.35778649882815
k-DPP,40,85,40,0.525,-32.3620662938826,1.3630256582558071
k-DPP,40,86,40,0.55,-31.819159215882863,1.3700815779706006
k-DPP,40,87,40,0.475,-32.54175883382574,1.3241821248572838
k-DPP,40,88,40,0.625,-33.42196709144541,1.3493656043083968
k-DPP,40,89,40,0.6,-31.632129924473187,1.3183841597261436
k-DPP,40,90,40,0.625,-31.411703863952226,1.2708248384225362
k-DPP,40,91,40,0.55,-30.626287237658556,1.3762266043445461
k-DPP,40,92,40,0.6,-31.951878812148582,1.3451529218673648
k-DPP,40,93,40,0.725,-30.668844980218935,1.2797469038967961
k-DPP,40,94,40,0.575,-31.056861455910646,1.347208482128024
k-DPP,40,95,40,0.65,-31.703614586163194,1.338668841642836
k-DPP,40,96,40,0.575,-31.626557897506473,1.3558011387542241
k-DPP,40,97,40,0.525,-31.93153293930256,1.379010126127726
k-DPP,40,98,40,0.525,-30.950914986486854,1.363025658255807
k-DPP,40,99,40,0.5,-33.48217550118907,1.3762266043445461
k-DPP,40,0,50,0.5,-31.6768694823712,1.366158847569202
k-DPP,40,1,50,0.625,-32.156945620254525,1.3329729056997628
k-DPP,40,2,50,0.425,-31.08806105412667,1.355801138754224
k-DPP,40,3,50,0.575,-32.18981999420559,1.3292871999608802
k-DPP,40,4,50,0.575,-30.726414819489683,1.369360801453809
k-DPP,40,5,50,0.55,-33.06395411081184,1.3350851650920201
k-DPP,40,6,50,0.475,-32.00872148862676,1.3640730962474505
k-DPP,40,7,50,0.475,-31.765543875715366,1.346659467717679
k-DPP,40,8,50,0.65,-32.75518330089478,1.3350851650920204
k-DPP,40,9,50,0.55,-32.726547388939665,1.3785024724903538
k-DPP,40,10,50,0.525,-31.160590342178338,1.3737224209213679
k-DPP,40,11,50,0.45,-31.87442804445621,1.3700815779706006
k-DPP,40,12,50,0.425,-32.05555391688952,1.3634440903572342
k-DPP,40,13,50,0.425,-32.02508980504436,1.3546533095147553
k-DPP,40,14,50,0.475,-31.102041064104167,1.3785024724903538
k-DPP,40,15,50,0.4,-32.610573957905274,1.3440752928146291
k-DPP,40,16,50,0.625,-33.656687151418396,1.2845384366911248
k-DPP,40,17,50,0.45,-30.485551955633373,1.3785024724903538
k-DPP,40,18,50,0.5,-31.380327072662368,1.366158847569202
k-DPP,40,19,50,0.425,-32.84345699580853,1.367805709824793
k-DPP,40,20,50,0.325,-31.438277062813892,1.2608316671473743
k-DPP,40,21,50,0.55,-32.31004704392942,1.346659467717679
k-DPP,40,22,50,0.425,-31.773846668214794,1.3737224209213679
k-DPP,40,23,50,0.55,-32.2107196121333,1.369360801453809
k-DPP,40,24,50,0.425,-31.40328155464029,1.3412917710314491
k-DPP,40,25,50,0.6,-32.313809416518815,1.3514395192866653
k-DPP,40,26,50,0.475,-30.947783647547936,1.3737224209213679
k-DPP,40,27,50,0.55,-32.909555282465405,1.369360801453809
k-DPP,40,28,50,0.6,-32.43131897151774,1.35778649882815
k-DPP,40,29,50,0.45,-30.42343230615304,1.3440752928146291
k-DPP,40,30,50,0.475,-33.08305438965957,1.3640730962474505
k-DPP,40,31,50,0.5,-31.450155476479146,1.3223026511047085
k-DPP,40,32,50,0.525,-31.796808895867773,1.3630256582558071
k-DPP,40,33,50,0.525,-31.47691193083805,1.354653309514755
k-DPP,40,34,50,0.55,-31.762226287181708,1.3350851650920201
k-DPP,40,35,50,0.45,-30.95016371156679,1.3493656043083968
k-DPP,40,36,50,0.45,-30.33132053418844,1.3609399069340558
k-DPP,40,37,50,0.525,-30.541073149391703,1.367805709824793
k-DPP,40,38,50,0.475,-31.969494403983735,1.3737224209213676
k-DPP,40,39,50,0.525,-32.3440239648304,1.3785024724903538
k-DPP,40,40,50,0.525,-30.054971720739406,1.3493656043083968
k-DPP,40,41,50,0.425,-30.64033394364406,1.3472084821280237
k-DPP,40,42,50,0.55,-32.45175025077955,1.369360801453809
k-DPP,40,43,50,0.525,-32.03398209715628,1.2504484467910815
k-DPP,40,44,50,0.575,-32.76447133194336,1.369360801453809
k-DPP,40,45,50,0.625,-31.354209027656584,1.3345749051672384
k-DPP,40,46,50,0.55,-31.566569276818807,1.3350851650920201
k-DPP,40,47,50,0.575,-33.09048665393036,1.3290458508967276
k-DPP,40,48,50,0.5,-31.778401815071557,1.3737224209213679
k-DPP,40,49,50,0.425,-32.39802248069999,1.367805709824793
k-DPP,40,50,50,0.6,-31.094292590338668,1.354653309514755
k-DPP,40,51,50,0.5,-31.30146297045965,1.3350851650920204
k-DPP,40,52,50,0.4,-31.053045673413717,1.299819313172645
k-DPP,40,53,50,0.55,-31.375179850698654,1.3111245687295838
k-DPP,40,54,50,0.575,-31.3071938989211,1.3241821248572838
k-DPP,40,55,50,0.5,-33.78797607642728,1.3812859942735338
k-DPP,40,56,50,0.425,-31.898546074136853,1.3111245687295836
k-DPP,40,57,50,0.45,-30.3437588619673,1.3700815779706006
k-DPP,40,58,50,0.4,-31.57404828134895,1.2798452500942774
k-DPP,40,59,50,0.525,-30.694231081409594,1.3630256582558071
k-DPP,40,60,50,0.5,-32.63775318949283,1.3737224209213679
k-DPP,40,61,50,0.5,-31.35822102825998,1.3812859942735338
k-DPP,40,62,50,0.45,-31.784666599367725,1.3785024724903538
k-DPP,40,63,50,0.5,-31.897036673268275,1.366158847569202
k-DPP,40,64,50,0.625,-29.690497941105402,1.3223289850325168
k-DPP,40,65,50,0.6,-33.98227887165921,1.35778649882815
k-DPP,40,66,50,0.5,-32.94518410385515,1.3108205863739777
k-DPP,40,67,50,0.55,-33.708277327097555,1.3762266043445461
k-DPP,40,68,50,0.475,-31.117198861434048,1.379010126127726
k-DPP,40,69,50,0.525,-31.963288641897382,1.3785024724903538
k-DPP,40,70,50,0.425,-32.09851868742537,1.367805709824793
k-DPP,40,71,50,0.475,-32.644938796175246,1.3533763335818898
k-DPP,40,72,50,0.55,-33.695287011366524,1.369360801453809
k-DPP,40,73,50,0.55,-31.91255094708,1.3700815779706006
k-DPP,40,74,50,0.525,-32.749035166829174,1.367805709824793
k-DPP,40,75,50,0.675,-31.088506896159384,1.3145328001833665
k-DPP,40,76,50,0.35,-31.82511033639583,1.3195454632493369
k-DPP,40,77,50,0.625,-33.41877796565772,1.3345749051672384
k-DPP,40,78,50,0.45,-32.15065767657584,1.3493656043083968
k-DPP,40,79,50,0.625,-33.83710289532179,1.3493656043083968
k-DPP,40,80,50,0.475,-31.305502451722596,1.3737224209213679
k-DPP,40,81,50,0.525,-30.711996620984216,1.3533763335818898
k-DPP,40,82,50,0.5,-34.31970122147555,1.3737224209213679
k-DPP,40,83,50,0.425,-31.781609453596403,1.351439519286665
k-DPP,40,84,50,0.45,-32.16704678891316,1.3558011387542241
k-DPP,40,85,50,0.475,-32.90622883638603,1.337010143043762
k-DPP,40,86,50,0.425,-30.8862528059614,1.3737224209213676
k-DPP,40,87,50,0.425,-32.16459768649977,1.36057002061133
k-DPP,40,88,50,0.45,-30.709387842872758,1.3762266043445464
k-DPP,40,89,50,0.575,-33.06369106558065,1.1924368463536412
k-DPP,40,90,50,0.55,-33.87368614796434,1.3700815779706006
k-DPP,40,91,50,0.575,-32.48623526855348,1.369360801453809
k-DPP,40,92,50,0.625,-33.17164646099335,1.3426487384441863
k-DPP,40,93,50,0.45,-31.167436550376326,1.332870876511696
k-DPP,40,94,50,0.425,-32.362634357128826,1.3634440903572342
k-DPP,40,95,50,0.425,-31.79442301087724,1.367805709824793
k-DPP,40,96,50,0.575,-31.42260692091198,1.3634440903572342
k-DPP,40,97,50,0.6,-31.69433538643557,1.3609399069340555
k-DPP,40,98,50,0.475,-31.21929371906079,1.3514395192866653
k-DPP,40,99,50,0.5,-30.976817759091638,1.35337633358189
P-DPP,40,0,10,0.5,-33.77640609078495,1.363444090357234
P-DPP,40,1,10,0.5,-32.70078333288607,1.3737224209213679
P-DPP,40,2,10,0.5,-32.05245026290469,1.363444090357234
P-DPP,40,3,10,0.5,-32.173165760004046,1.3737224209213679
P-DPP,40,4,10,0.5,-33.043299851117105,1.3837901776967123
P-DPP,40,5,10,0.5,-30.36691814853304,1.3737224209213679
P-DPP,40,6,10,0.5,-33.354177834841444,1.3762266043445461
P-DPP,40,7,10,0.5,-33.23258187958672,1.3862943611198906
P-DPP,40,8,10,0.5,-31.893141542351735,1.3837901776967123
P-DPP,40,9,10,0.5,-32.72098427802197,1.3737224209213679
P-DPP,40,10,10,0.5,-34.04839041604897,1.3812859942735338
P-DPP,40,11,10,0.5,-30.581662776786015,1.366158847569202
P-DPP,40,12,10,0.5,-32.4285151956762,1.366158847569202
P-DPP,40,13,10,0.5,-32.03840256290191,1.366158847569202
P-DPP,40,14,10,0.5,-32.514080269537224,1.3812859942735338
P-DPP,40,15,10,0.5,-31.729225500477888,1.3405938195945777
P-DPP,40,16,10,0.5,-31.28100443716255,1.3634440903572342
P-DPP,40,17,10,0.5,-33.258995679929214,1.366158847569202
P-DPP,40,18,10,0.5,-31.574513574986803,1.3737224209213679
P-DPP,40,19,10,0.5,-31.4216982693375,1.360939906934056
P-DPP,40,20,10,0.5,-31.495787812181348,1.3812859942735338
P-DPP,40,21,10,0.5,-31.389926215028588,1.3737224209213679
P-DPP,40,22,10,0.5,-32.30032418000478,1.35337633358189
P-DPP,40,23,10,0.5,-31.15055539726804,1.3737224209213679
P-DPP,40,24,10,0.5,-32.295287956964664,1.3762266043445464
P-DPP,40,25,10,0.5,-32.237146405826444,1.3350851650920204
P-DPP,40,26,10,0.5,-32.09977000700126,1.3737224209213679
P-DPP,40,27,10,0.5,-32.67352452658553,1.3737224209213679
P-DPP,40,28,10,0.5,-31.772332100785583,1.3609399069340555
P-DPP,40,29,10,0.5,-32.09173135333597,1.35337633358189
P-DPP,40,30,10,0.5,-31.382791090055694,1.3762266043445461
P-DPP,40,31,10,0.5,-33.97190419296792,1.383790177696712
P-DPP,40,32,10,0.5,-32.45448971254619,1.3812859942735338
P-DPP,40,33,10,0.5,-31.863529292902868,1.3426487384441863
P-DPP,40,34,10,0.5,-31.85754475032418,1.3812859942735338
P-DPP,40,35,10,0.5,-33.011663062084665,1.366158847569202
P-DPP,40,36,10,0.5,-31.488163891606334,1.3451529218673646
P-DPP,40,37,10,0.5,-32.060578599051055,1.3737224209213679
P-DPP,40,38,10,0.5,-31.038608403528784,1.3634440903572342
P-DPP,40,39,10,0.5,-32.43566685718264,1.3737224209213679
P-DPP,40,40,10,0.5,-31.677891683598208,1.3737224209213679
P-DPP,40,41,10,0.5,-33.65448619324714,1.3812859942735338
P-DPP,40,42,10,0.5,-31.445538978561213,1.3762266043445461
P-DPP,40,43,10,0.5,-32.6048661988713,1.363444090357234
P-DPP,40,44,10,0.5,-32.94459011177778,1.3812859942735338
P-DPP,40,45,10,0.5,-31.53776105775269,1.3812859942735338
P-DPP,40,46,10,0.5,-32.76047749551813,1.3837901776967123
P-DPP,40,47,10,0.5,-33.62095180406238,1.3737224209213679
P-DPP,40,48,10,0.5,-32.47326671353929,1.3812859942735338
P-DPP,40,49,10,0.5,-33.66410507545827,1.3609399069340555
P-DPP,40,50,10,0.5,-32.25295624681332,1.366158847569202
P-DPP,40,51,10,0.5,-32.284012915286795,1.3737224209213679
P-DPP,40,52,10,0.5,-31.747537087092347,1.3609399069340555
P-DPP,40,53,10,0.5,-32.97234319553989,1.3812859942735338
P-DPP,40,54,10,0.5,-33.28604871686042,1.3426487384441863
P-DPP,40,55,10,0.5,-31.958717595686792,1.383790177696712
P-DPP,40,56,10,0.5,-31.026988399497952,1.35337633358189
P-DPP,40,57,10,0.5,-33.16537717666327,1.360939906934056
P-DPP,40,58,10,0.5,-33.08569505791722,1.3812859942735338
P-DPP,40,59,10,0.5,-33.10078818345802,1.3609399069340555
P-DPP,40,60,10,0.5,-32.523600531729414,1.3737224209213679
P-DPP,40,61,10,0.5,-32.13267010421429,1.3762266043445464
P-DPP,40,62,10,0.5,-33.27071014088049,1.366158847569202
P-DPP,40,63,10,0.5,-31.445590992358557,1.3533763335818898
P-DPP,40,64,10,0.5,-32.73679729975022,1.3812859942735338
P-DPP,40,65,10,0.5,-31.420023732279407,1.360939906934056
P-DPP,40,66,10,0.5,-32.575982193616035,1.3737224209213679
P-DPP,40,67,10,0.5,-31.916586673396342,1.3862943611198906
P-DPP,40,68,10,0.5,-32.443034439294756,1.3609399069340555
P-DPP,40,69,10,0.5,-34.21233902217401,1.3108205863739777
P-DPP,40,70,10,0.5,-31.602678412619227,1.366158847569202
P-DPP,40,71,10,0.5,-31.976859475910317,1.3837901776967123
P-DPP,40,72,10,0.5,-33.232407210274864,1.360939906934056
P-DPP,40,73,10,0.5,-31.613982857151292,1.3737224209213679
P-DPP,40,74,10,0.5,-31.18930926544752,1.3405938195945777
P-DPP,40,75,10,0.5,-32.73526622274859,1.3837901776967123
P-DPP,40,76,10,0.5,-31.60698795420835,1.3837901776967123
P-DPP,40,77,10,0.5,-32.0443286176472,1.3737224209213679
P-DPP,40,78,10,0.5,-33.146607928568606,1.3837901776967123
P-DPP,40,79,10,0.5,-33.11178494515385,1.3533763335818898
P-DPP,40,80,10,0.5,-31.849109977332805,1.3737224209213679
P-DPP,40,81,10,0.5,-33.248329583821196,1.3812859942735338
P-DPP,40,82,10,0.5,-33.41519703904635,1.3812859942735338
P-DPP,40,83,10,0.5,-32.72957017535704,1.3837901776967123
P-DPP,40,84,10,0.5,-32.584063456041044,1.3762266043445464
P-DPP,40,85,10,0.5,-32.78568919004901,1.3609399069340555
P-DPP,40,86,10,0.5,-30.846371254632462,1.366158847569202
P-DPP,40,87,10,0.5,-32.042469826650986,1.3737224209213679
P-DPP,40,88,10,0.5,-32.122944929837395,1.360939906934056
P-DPP,40,89,10,0.5,-32.684369969306275,1.3737224209213679
P-DPP,40,90,10,0.5,-32.22549843723033,1.3737224209213679
P-DPP,40,91,10,0.5,-32.016191513135254,1.3737224209213679
P-DPP,40,92,10,0.5,-31.976680691820306,1.3762266043445461
P-DPP,40,93,10,0.5,-30.688093304519626,1.3812859942735338
P-DPP,40,94,10,0.5,-31.615120260781552,1.3762266043445461
P-DPP,40,95,10,0.5,-31.65330836473935,1.383790177696712
P-DPP,40,96,10,0.5,-32.6994872727043,1.3812859942735338
P-DPP,40,97,10,0.5,-32.41388006356727,1.3862943611198906
P-DPP,40,98,10,0.5,-31.795849679010843,1.3737224209213679
P-DPP,40,99,10,0.5,-33.02196973992126,1.3812859942735338
P-DPP,40,0,20,0.5,-32.22361712334794,1.3762266043445464
P-DPP,40,1,20,0.5,-32.88035526131806,1.383790177696712
P-DPP,40,2,20,0.5,-32.29078961305721,1.3737224209213679
P-DPP,40,3,20,0.5,-32.05326884954188,1.366158847569202
P-DPP,40,4,20,0.5,-30.670136070596893,1.3812859942735338
P-DPP,40,5,20,0.5,-32.305093540693655,1.3426487384441863
P-DPP,40,6,20,0.5,-31.5674436115858,1.3426487384441863
P-DPP,40,7,20,0.5,-31.966475532341967,1.3837901776967123
P-DPP,40,8,20,0.5,-31.39826970370889,1.366158847569202
P-DPP,40,9,20,0.5,-32.47898610536691,1.3762266043445461
P-DPP,40,10,20,0.5,-31.82379311870559,1.3812859942735338
P-DPP,40,11,20,0.5,-33.08517107757761,1.3837901776967123
P-DPP,40,12,20,0.5,-33.09534116724848,1.3208883431493221
P-DPP,40,13,20,0.5,-31.784437250818474,1.3762266043445464
P-DPP,40,14,20,0.5,-32.06427518839626,1.3426487384441863
P-DPP,40,15,20,0.5,-31.739895925610394,1.366158847569202
P-DPP,40,16,20,0.5,-32.70563969085932,1.3762266043445464
P-DPP,40,17,20,0.5,-34.88288042242294,1.3737224209213679
P-DPP,40,18,20,0.5,-31.16409855627827,1.366158847569202
P-DPP,40,19,20,0.5,-31.409611982806265,1.3533763335818898
P-DPP,40,20,20,0.5,-31.266772462672037,1.383790177696712
P-DPP,40,21,20,0.5,-32.580985494185775,1.3812859942735338
P-DPP,40,22,20,0.5,-31.469588377739917,1.3533763335818898
P-DPP,40,23,20,0.5,-32.89831961232552,1.383790177696712
P-DPP,40,24,20,0.5,-30.590104552415188,1.366158847569202
P-DPP,40,25,20,0.5,-32.02685114121893,1.366158847569202
P-DPP,40,26,20,0.5,-31.670474935159966,1.366158847569202
P-DPP,40,27,20,0.5,-32.69901532186631,1.3737224209213679
P-DPP,40,28,20,0.5,-33.18831968290238,1.3812859942735338
P-DPP,40,29,20,0.5,-32.61478604135277,1.3737224209213679
P-DPP,40,30,20,0.5,-29.732808827901422,1.3223026511047085
P-DPP,40,31,20,0.5,-33.91091832618834,1.3812859942735338
P-DPP,40,32,20,0.5,-30.936555558967132,1.366158847569202
P-DPP,40,33,20,0.5,-31.905940925101127,1.3634440903572342
P-DPP,40,34,20,0.5,-30.8443706304984,1.3812859942735338
P-DPP,40,35,20,0.5,-31.16134175131624,1.3837901776967123
P-DPP,40,36,20,0.5,-32.34564592946015,1.3762266043445464
P-DPP,40,37,20,0.5,-32.244826315641454,1.360939906934056
P-DPP,40,38,20,0.5,-32.22197666193652,1.3812859942735338
P-DPP,40,39,20,0.5,-31.156216977520938,1.3737224209213679
P-DPP,40,40,20,0.5,-32.37401236461872,1.3812859942735338
P-DPP,40,41,20,0.5,-33.52850350484689,1.3812859942735338
P-DPP,40,42,20,0.5,-31.510954686529384,1.3533763335818898
P-DPP,40,43,20,0.5,-31.953216865698252,1.360939906934056
P-DPP,40,44,20,0.5,-31.913817685678328,1.3609399069340555
P-DPP,40,45,20,0.5,-33.044983010664325,1.3426487384441863
P-DPP,40,46,20,0.5,-31.705891895313368,1.2980380723866656
P-DPP,40,47,20,0.5,-30.641921535059105,1.3350851650920204
P-DPP,40,48,20,0.5,-32.24122444937733,1.3762266043445461
P-DPP,40,49,20,0.5,-31.845391853199818,1.3737224209213679
P-DPP,40,50,20,0.5,-32.02080030031891,1.320888343149322
P-DPP,40,51,20,0.5,-33.403274934923445,1.3812859942735338
P-DPP,40,52,20,0.5,-31.77316836544904,1.3837901776967123
P-DPP,40,53,20,0.5,-30.725821702054876,1.3762266043445464
P-DPP,40,54,20,0.5,-33.02757159081035,1.3533763335818898
P-DPP,40,55,20,0.5,-32.2428949622798,1.3609399069340555
P-DPP,40,56,20,0.5,-32.438322766873725,1.3837901776967123
P-DPP,40,57,20,0.5,-31.005602515706503,1.3426487384441863
P-DPP,40,58,20,0.5,-32.28610223463362,1.3762266043445461
P-DPP,40,59,20,0.5,-32.2480422200193,1.3737224209213679
P-DPP,40,60,20,0.5,-32.068778295753134,1.3737224209213679
P-DPP,40,61,20,0.5,-31.60005370017591,1.3405938195945777
P-DPP,40,62,20,0.5,-33.025680883939245,1.3862943611198906
P-DPP,40,63,20,0.5,-31.30875254707534,1.3350851650920204
P-DPP,40,64,20,0.5,-32.272917428697205,1.360939906934056
P-DPP,40,65,20,0.5,-33.017343182134105,1.3737224209213679
P-DPP,40,66,20,0.5,-32.56508898701651,1.363444090357234
P-DPP,40,67,20,0.5,-33.86689863598214,1.3737224209213679
P-DPP,40,68,20,0.5,-31.286848701556703,1.3737224209213679
P-DPP,40,69,20,0.5,-32.188932444347905,1.3426487384441863
P-DPP,40,70,20,0.5,-31.876982150766455,1.383790177696712
P-DPP,40,71,20,0.5,-31.06948308209551,1.3634440903572342
P-DPP,40,72,20,0.5,-33.03651414790021,1.3837901776967123
P-DPP,40,73,20,0.5,-32.00079334801151,1.3533763335818898
P-DPP,40,74,20,0.5,-32.692103200063855,1.35337633358189
P-DPP,40,75,20,0.5,-31.556192613539064,1.3350851650920204
P-DPP,40,76,20,0.5,-32.24125139812909,1.3837901776967123
P-DPP,40,77,20,0.5,-32.450864542993145,1.3350851650920204
P-DPP,40,78,20,0.5,-30.272922112239343,1.3737224209213679
P-DPP,40,79,20,0.5,-33.72459700779052,1.35337633358189
P-DPP,40,80,20,0.5,-31.94817711836815,1.3812859942735338
P-DPP,40,81,20,0.5,-32.02683295008935,1.3451529218673646
P-DPP,40,82,20,0.5,-32.77756750229826,1.3737224209213679
P-DPP,40,83,20,0.5,-32.58525694942939,1.3837901776967123
P-DPP,40,84,20,0.5,-31.740343067235372,1.3812859942735338
P-DPP,40,85,20,0.5,-32.04132566775995,1.3837901776967123
P-DPP,40,86,20,0.5,-31.503404709299957,1.3812859942735338
P-DPP,40,87,20,0.5,-31.267261090440503,1.3405938195945777
P-DPP,40,88,20,0.5,-31.235973759074206,1.3350851650920204
P-DPP,40,89,20,0.5,-31.76155803629843,1.366158847569202
P-DPP,40,90,20,0.5,-32.14803784409807,1.3183841597261436
P-DPP,40,91,20,0.5,-32.02329410265797,1.3812859942735338
P-DPP,40,92,20,0.5,-31.225515551178116,1.3426487384441863
P-DPP,40,93,20,0.5,-29.766855646553793,1.366158847569202
P-DPP,40,94,20,0.5,-32.542024440473185,1.3737224209213679
P-DPP,40,95,20,0.5,-32.69623913193326,1.360939906934056
P-DPP,40,96,20,0.5,-31.322333585113277,1.3737224209213679
P-DPP,40,97,20,0.5,-31.84634010676687,1.3812859942735338
P-DPP,40,98,20,0.5,-32.02709043021847,1.3862943611198906
P-DPP,40,99,20,0.5,-33.61973364966047,1.360939906934056
P-DPP,40,0,30,0.5,-32.139547640877275,1.3837901776967123
P-DPP,40,1,30,0.5,-32.90124637042396,1.3634440903572342
P-DPP,40,2,30,0.5,-31.971860825761144,1.3812859942735338
P-DPP,40,3,30,0.5,-32.95092849143052,1.3837901776967123
P-DPP,40,4,30,0.5,-33.16570918711586,1.3837901776967123
P-DPP,40,5,30,0.5,-32.07855418787479,1.3223026511047085
P-DPP,40,6,30,0.5,-31.70899106819822,1.3609399069340555
P-DPP,40,7,30,0.5,-31.10099321551972,1.366158847569202
P-DPP,40,8,30,0.5,-31.132784901641454,1.3812859942735338
P-DPP,40,9,30,0.5,-32.55070455286372,1.3812859942735338
P-DPP,40,10,30,0.5,-33.32837427764118,1.3837901776967123
P-DPP,40,11,30,0.5,-32.76586892628927,1.3634440903572342
P-DPP,40,12,30,0.5,-32.88564967033747,1.366158847569202
P-DPP,40,13,30,0.5,-31.40982512033025,1.360939906934056
P-DPP,40,14,30,0.5,-32.02302029267159,1.3609399069340555
P-DPP,40,15,30,0.5,-33.15847623965317,1.3634440903572342
P-DPP,40,16,30,0.5,-32.513404190768036,1.3426487384441863
P-DPP,40,17,30,0.5,-32.76467349459465,1.3426487384441863
P-DPP,40,18,30,0.5,-32.46323428904986,1.360939906934056
P-DPP,40,19,30,0.5,-33.082967054173395,1.3426487384441863
P-DPP,40,20,30,0.5,-32.43790867532429,1.35337633358189
P-DPP,40,21,30,0.5,-32.80890181998156,1.3737224209213679
P-DPP,40,22,30,0.5,-31.269430807576583,1.383790177696712
P-DPP,40,23,30,0.5,-33.20237939118454,1.3634440903572342
P-DPP,40,24,30,0.5,-31.269884531587923,1.3762266043445464
P-DPP,40,25,30,0.5,-29.161385935421713,1.3837901776967123
P-DPP,40,26,30,0.5,-32.26232693113587,1.3812859942735338
P-DPP,40,27,30,0.5,-31.969161682060292,1.3183841597261439
P-DPP,40,28,30,0.5,-31.571805461244587,1.3350851650920204
P-DPP,40,29,30,0.5,-31.52182504201253,1.3837901776967123
P-DPP,40,30,30,0.5,-32.060702500683625,1.3426487384441863
P-DPP,40,31,30,0.5,-31.589171248477705,1.3762266043445464
P-DPP,40,32,30,0.5,-32.16425398025647,1.3609399069340555
P-DPP,40,33,30,0.5,-33.236631022251096,1.3812859942735338
P-DPP,40,34,30,0.5,-31.597535517537686,1.3837901776967123
P-DPP,40,35,30,0.5,-31.660756093160806,1.363444090357234
P-DPP,40,36,30,0.5,-32.41648187626577,1.3737224209213679
P-DPP,40,37,30,0.5,-30.612220809300947,1.3183841597261436
P-DPP,40,38,30,0.5,-31.7084182568027,1.383790177696712
P-DPP,40,39,30,0.5,-33.15927118551593,1.3533763335818898
P-DPP,40,40,30,0.5,-32.22017385159554,1.3405938195945777
P-DPP,40,41,30,0.5,-32.92645977675686,1.3837901776967123
P-DPP,40,42,30,0.5,-31.133326090700113,1.3812859942735338
P-DPP,40,43,30,0.5,-32.747691019862465,1.3812859942735338
P-DPP,40,44,30,0.5,-32.359901760340044,1.3762266043445461
P-DPP,40,45,30,0.5,-32.55346202039967,1.3837901776967123
P-DPP,40,46,30,0.5,-32.53176757007308,1.3426487384441863
P-DPP,40,47,30,0.5,-30.393488358127765,1.3812859942735338
P-DPP,40,48,30,0.5,-30.69456813560934,1.3609399069340555
P-DPP,40,49,30,0.5,-30.778955738640903,1.3426487384441863
P-DPP,40,50,30,0.5,-31.552372014070336,1.3737224209213679
P-DPP,40,51,30,0.5,-32.95223507415844,1.3426487384441863
P-DPP,40,52,30,0.5,-31.925516118412673,1.3837901776967123
P-DPP,40,53,30,0.5,-31.631925347902097,1.3762266043445461
P-DPP,40,54,30,0.5,-30.68499651621966,1.3737224209213679
P-DPP,40,55,30,0.5,-31.68260072521994,1.3812859942735338
P-DPP,40,56,30,0.5,-33.031599190117426,1.3183841597261436
P-DPP,40,57,30,0.5,-31.538218160107085,1.366158847569202
P-DPP,40,58,30,0.5,-32.071259227562194,1.360939906934056
P-DPP,40,59,30,0.5,-30.672517430721033,1.3451529218673648
P-DPP,40,60,30,0.5,-31.401990500463814,1.3737224209213679
P-DPP,40,61,30,0.5,-31.776002999276198,1.363444090357234
P-DPP,40,62,30,0.5,-34.445998909841826,1.360939906934056
P-DPP,40,63,30,0.5,-31.38573350241918,1.3737224209213679
