sample_method,sample_size,sample_no,percent_male,protected_frequency,log_geom_diversity,4_entropy
uniform,40,34,50,0.45,-34.88877304076527,1.3762266043445464
uniform,40,35,50,0.45,-31.980029427635102,1.3721443232369888
uniform,40,36,50,0.675,-33.249862909170034,1.3145328001833665
uniform,40,37,50,0.575,-32.20950381686491,1.3290458508967276
uniform,40,38,50,0.6,-31.904795226107908,1.3514395192866653
uniform,40,39,50,0.425,-33.35892561986302,1.36057002061133
uniform,40,40,50,0.5,-32.38408898783943,1.3634440903572342
uniform,40,41,50,0.35,-32.69105602495415,1.3093197008200355
uniform,40,42,50,0.4,-31.1577605987987,1.347208482128024
uniform,40,43,50,0.4,-34.374178996488816,1.2735586526749765
uniform,40,44,50,0.475,-33.0379938995737,1.3737224209213679
uniform,40,45,50,0.475,-33.11228340662094,1.3737224209213679
uniform,40,46,50,0.525,-33.78404535844569,1.3790101261277259
uniform,40,47,50,0.525,-32.11907963134094,1.3737224209213676
uniform,40,48,50,0.375,-33.5246959555725,1.3426487384441863
uniform,40,49,50,0.6,-33.63179641778998,1.354653309514755
uniform,40,50,50,0.375,-32.98468534893981,1.32896217642627
uniform,40,51,50,0.35,-33.692945947144935,1.2876716260045196
uniform,40,52,50,0.6,-31.530271233313613,1.3609399069340555
uniform,40,53,50,0.375,-33.08746614084544,1.349365604308397
uniform,40,54,50,0.45,-32.18645570866329,1.3700815779706008
uniform,40,55,50,0.5,-34.0280518181791,1.3426487384441863
uniform,40,56,50,0.375,-34.589523563422524,1.3533763335818898
uniform,40,57,50,0.525,-33.153496702185286,1.3289621764262698
uniform,40,58,50,0.525,-31.743781093340594,1.3785024724903538
uniform,40,59,50,0.6,-34.20385384907336,1.3514395192866653
uniform,40,60,50,0.45,-32.06429005156309,1.3721443232369888
uniform,40,61,50,0.475,-32.13676197622041,1.379010126127726
uniform,40,62,50,0.55,-31.656292998289295,1.3785024724903538
uniform,40,63,50,0.45,-40.656473107735266,1.2920494622513035
uniform,40,64,50,0.525,-34.59672933225838,1.354653309514755
uniform,40,65,50,0.575,-32.23376977330645,1.3231291398001526
uniform,40,66,50,0.45,-33.25694348047231,1.319545463249337
uniform,40,67,50,0.55,-31.017067534375308,1.332870876511696
uniform,40,68,50,0.525,-32.551190604121004,1.3514395192866653
uniform,40,69,50,0.55,-31.868115331361324,1.3785024724903538
uniform,40,70,50,0.575,-33.34235079332297,1.354653309514755
uniform,40,71,50,0.525,-32.978465472102066,1.3241821248572836
uniform,40,72,50,0.45,-32.95931036644775,1.3077375525975028
uniform,40,73,50,0.425,-32.11554354610866,1.369360801453809
uniform,40,74,50,0.375,-33.745831219488984,1.3329729056997628
uniform,40,75,50,0.625,-33.05033494437715,1.3426487384441863
uniform,40,76,50,0.625,-33.783650421927376,1.3345749051672384
uniform,40,77,50,0.4,-33.65644342704341,1.3440752928146291
uniform,40,78,50,0.575,-31.341235763907346,1.3426487384441863
uniform,40,79,50,0.475,-36.238047181609254,1.346659467717679
uniform,40,80,50,0.525,-35.72786674581056,1.363025658255807
uniform,40,81,50,0.45,-33.783323601099035,1.3700815779706008
uniform,40,82,50,0.6,-35.26294976970337,1.363025658255807
uniform,40,83,50,0.475,-33.4928320124146,1.379010126127726
uniform,40,84,50,0.475,-31.74640250459277,1.3630256582558071
uniform,40,85,50,0.5,-30.496887473119642,1.3737224209213679
uniform,40,86,50,0.625,-31.897174849601885,1.3290458508967276
uniform,40,87,50,0.4,-33.14399909942122,1.3195454632493369
uniform,40,88,50,0.5,-31.197162363122832,1.360939906934056
uniform,40,89,50,0.525,-33.722542154069856,1.346659467717679
uniform,40,90,50,0.55,-33.26204387125562,1.3762266043445461
uniform,40,91,50,0.4,-33.69031350105257,1.354653309514755
uniform,40,92,50,0.45,-37.136795972745645,1.379010126127726
uniform,40,93,50,0.575,-33.444035408663574,1.3737224209213676
uniform,40,94,50,0.6,-32.311445888057385,1.363025658255807
uniform,40,95,50,0.525,-32.975405904528664,1.3640730962474505
uniform,40,96,50,0.525,-32.55423433647221,1.3785024724903538
uniform,40,97,50,0.4,-34.38301209150721,1.360939906934056
uniform,40,98,50,0.55,-35.47327893703059,1.3577864988281498
uniform,40,99,50,0.5,-32.798416054382756,1.3812859942735338
k-DPP,40,0,10,0.9,-32.36138482731554,0.9475258316739961
k-DPP,40,1,10,0.85,-32.915520328350894,1.0661635129173375
k-DPP,40,2,10,0.975,-31.864307472056606,0.7534119982059702
k-DPP,40,3,10,0.925,-32.016980698825925,0.9276428555613374
k-DPP,40,4,10,0.95,-31.56400540263824,0.8570050648778205
k-DPP,40,5,10,0.925,-33.60152360067,0.9549462889286056
k-DPP,40,6,10,0.9,-32.524007135873184,1.0051489503572797
k-DPP,40,7,10,0.9,-30.032140680995028,1.003759346135877
k-DPP,40,8,10,0.825,-30.518975216855065,1.136379418399844
k-DPP,40,9,10,0.95,-32.3452436310173,0.8863895030852473
k-DPP,40,10,10,0.875,-31.640825528508493,1.0670432111586647
k-DPP,40,11,10,0.85,-32.84952499290345,1.1058898790247633
k-DPP,40,12,10,0.925,-32.89357229343752,0.9137812557021722
k-DPP,40,13,10,0.95,-32.30827336245011,0.8903460262836665
k-DPP,40,14,10,1.0,-31.875129320389732,0.6615632381579819
k-DPP,40,15,10,0.95,-32.46218659799013,0.8517321440572501
k-DPP,40,16,10,0.925,-33.69491709347374,0.9137812557021723
k-DPP,40,17,10,0.975,-33.42243021973829,0.7769347910587627
k-DPP,40,18,10,0.9,-30.775295085475086,1.003759346135877
k-DPP,40,19,10,0.925,-32.62111515809604,0.9276428555613374
k-DPP,40,20,10,0.9,-31.846353356827056,0.9995819067909201
k-DPP,40,21,10,0.9,-30.188356732159267,0.9995819067909201
k-DPP,40,22,10,0.875,-31.586236246180867,1.0670432111586647
k-DPP,40,23,10,0.925,-34.60000930861027,0.8799042929392265
k-DPP,40,24,10,0.925,-32.362832803444476,0.8990737637631183
k-DPP,40,25,10,0.9,-32.930059647137476,0.9137323026676867
k-DPP,40,26,10,0.875,-31.160160974400707,1.0641821694358589
k-DPP,40,27,10,0.9,-31.45152787389166,1.0168405497299906
k-DPP,40,28,10,0.825,-31.12790292970561,1.1547029362320347
k-DPP,40,29,10,0.825,-31.952941553236336,1.151667979885236
k-DPP,40,30,10,0.95,-31.685377900492668,0.8863895030852473
k-DPP,40,31,10,0.95,-31.571068631671597,0.87977061587095
k-DPP,40,32,10,0.875,-31.223728142601097,1.0454670557247812
k-DPP,40,33,10,0.925,-30.131069670008753,0.9468123263852295
k-DPP,40,34,10,0.825,-32.05570228330483,1.151667979885236
k-DPP,40,35,10,0.95,-33.78602878222257,0.8903460262836665
k-DPP,40,36,10,0.925,-34.00108858021233,0.9522402870850516
k-DPP,40,37,10,0.925,-32.91312966873466,0.9072077263064946
k-DPP,40,38,10,0.925,-31.68796036765246,0.9522402870850517
k-DPP,40,39,10,0.925,-31.869660807938164,0.9072077263064946
k-DPP,40,40,10,0.9,-32.08415822530249,1.0168405497299906
k-DPP,40,41,10,0.875,-31.844588311622356,1.0584412112455066
k-DPP,40,42,10,0.825,-31.711503731436615,1.0606209843631023
k-DPP,40,43,10,0.875,-31.065696617866255,1.0426060140019755
k-DPP,40,44,10,0.925,-35.680478415014434,0.8908913577034254
k-DPP,40,45,10,0.825,-32.4652541267207,1.136379418399844
k-DPP,40,46,10,0.85,-32.108836772996774,1.1099602702963316
k-DPP,40,47,10,0.925,-32.69890597877696,0.9468123263852294
k-DPP,40,48,10,0.85,-31.70513309396079,1.0836098379941534
k-DPP,40,49,10,0.9,-31.4177694223959,1.0051489503572797
k-DPP,40,50,10,0.925,-31.676637043334985,0.8969527096069133
k-DPP,40,51,10,0.9,-32.24413651367396,1.0182301539513934
k-DPP,40,52,10,0.825,-30.499446638008624,1.136379418399844
k-DPP,40,53,10,0.9,-31.59205916484413,1.0168405497299906
k-DPP,40,54,10,0.85,-32.4840240317664,1.114384830864533
k-DPP,40,55,10,0.95,-28.933274332504464,0.808816163368314
k-DPP,40,56,10,0.875,-33.22446533152143,1.0282056728318096
k-DPP,40,57,10,0.95,-31.77135965877767,0.8451132568429528
k-DPP,40,58,10,0.825,-31.616231657044736,1.1368562395650734
k-DPP,40,59,10,0.9,-30.629134116881275,1.005671630839816
k-DPP,40,60,10,0.95,-34.3728119569129,0.8556886672556693
k-DPP,40,61,10,0.825,-32.846396762392715,1.1547029362320347
k-DPP,40,62,10,0.925,-30.685724448858,0.9549462889286056
k-DPP,40,63,10,0.85,-32.14310275748253,1.102551408671384
k-DPP,40,64,10,0.85,-33.50019108179871,1.1099602702963318
k-DPP,40,65,10,0.925,-34.2647138017911,0.9522402870850517
k-DPP,40,66,10,0.9,-31.200680519850554,1.0168405497299906
k-DPP,40,67,10,0.9,-30.386412717504733,1.005671630839816
k-DPP,40,68,10,0.875,-31.26431197578926,1.001868848906286
k-DPP,40,69,10,0.875,-31.391284690375674,1.0282056728318096
k-DPP,40,70,10,0.95,-32.345474946532,0.8903460262836665
k-DPP,40,71,10,0.875,-31.42804569947012,1.0670432111586647
k-DPP,40,72,10,0.95,-32.484221193570676,0.8434735223963112
k-DPP,40,73,10,0.95,-31.137368531230628,0.8797706158709501
k-DPP,40,74,10,0.925,-31.86789265586856,0.8969527096069134
k-DPP,40,75,10,0.875,-31.339279764658766,1.0670432111586647
k-DPP,40,76,10,0.95,-32.82091215547401,0.8556886672556693
k-DPP,40,77,10,0.95,-31.411865709569124,0.8797706158709501
k-DPP,40,78,10,0.95,-32.1929245353129,0.8863895030852473
k-DPP,40,79,10,0.925,-31.440368010005216,0.9522402870850516
k-DPP,40,80,10,0.875,-32.65231229694888,1.0641821694358589
k-DPP,40,81,10,0.875,-32.10719665558585,1.064182169435859
k-DPP,40,82,10,0.9,-32.07628768944407,0.9958213213455276
k-DPP,40,83,10,0.85,-32.56224874177873,1.1058898790247633
k-DPP,40,84,10,0.9,-32.226402886914805,0.9699658171295675
k-DPP,40,85,10,0.925,-33.08535952825641,0.9072077263064946
k-DPP,40,86,10,0.925,-30.65020381782559,0.9549462889286056
k-DPP,40,87,10,0.825,-33.26548244776161,1.136379418399844
k-DPP,40,88,10,0.925,-31.734736999597487,0.9276428555613374
k-DPP,40,89,10,0.875,-32.91428163073999,1.0670432111586647
k-DPP,40,90,10,0.95,-32.914411185454384,0.8863895030852473
k-DPP,40,91,10,0.925,-31.805664551666606,0.9468123263852295
k-DPP,40,92,10,0.875,-33.62535386768078,1.0670432111586647
k-DPP,40,93,10,0.9,-29.835077218479586,0.9699658171295675
k-DPP,40,94,10,0.875,-31.228508002375605,1.0584412112455066
k-DPP,40,95,10,0.9,-32.13176028228667,0.9130745095013533
k-DPP,40,96,10,0.9,-32.11688045158259,1.0168405497299906
k-DPP,40,97,10,0.775,-33.06730676426321,1.1917829421511372
k-DPP,40,98,10,0.9,-33.656679128097764,1.0168405497299906
k-DPP,40,99,10,0.925,-32.387189318332865,0.9386299203255366
k-DPP,40,0,20,0.6,-31.1610855008975,1.3640730962474508
k-DPP,40,1,20,0.8,-33.11154046775189,1.1935496040981333
k-DPP,40,2,20,0.8,-32.02287316885973,1.1856692967723448
k-DPP,40,3,20,0.675,-31.523079447624724,1.2920494622513032
k-DPP,40,4,20,0.825,-31.160516168799255,1.1091960812904793
k-DPP,40,5,20,0.875,-30.21392810684736,1.0282056728318096
k-DPP,40,6,20,0.85,-30.885356582780243,1.101465318456562
k-DPP,40,7,20,0.825,-33.54389484448387,1.1307637755622766
k-DPP,40,8,20,0.675,-31.718800034819324,1.299819313172645
k-DPP,40,9,20,0.8,-31.510082446635696,1.1919860852527375
k-DPP,40,10,20,0.825,-30.747325910242566,1.1547029362320347
k-DPP,40,11,20,0.775,-30.639692911036718,1.185902082412027
k-DPP,40,12,20,0.825,-30.747473328927615,1.1368562395650734
k-DPP,40,13,20,0.875,-32.894010546167266,1.0454670557247812
k-DPP,40,14,20,0.775,-29.87787734369149,1.2212845423584522
k-DPP,40,15,20,0.95,-32.80678415240664,0.8434735223963112
k-DPP,40,16,20,0.7,-33.373423591460345,1.224068338005115
k-DPP,40,17,20,0.85,-30.172968639560654,1.00598819321234
k-DPP,40,18,20,0.85,-31.058910533212035,1.0836098379941534
k-DPP,40,19,20,0.75,-32.66757729931883,1.2353468116280646
k-DPP,40,20,20,0.7,-32.2690357822255,1.2708248384225362
k-DPP,40,21,20,0.875,-32.70792008217515,1.0454670557247812
k-DPP,40,22,20,0.875,-30.31723849413279,1.0454670557247812
k-DPP,40,23,20,0.9,-32.48305318902083,1.0051489503572797
k-DPP,40,24,20,0.775,-31.86204295167868,1.2034437798513462
k-DPP,40,25,20,0.7,-31.92374761720521,1.2852343430776518
k-DPP,40,26,20,0.825,-32.3964450277244,1.151667979885236
k-DPP,40,27,20,0.7,-32.91192178816905,1.2647678718324977
k-DPP,40,28,20,0.85,-29.8236609704266,1.1143848308645332
k-DPP,40,29,20,0.925,-31.37237998401181,0.9549462889286056
k-DPP,40,30,20,0.85,-32.339844560166966,1.1058898790247633
k-DPP,40,31,20,0.8,-31.89116109267696,1.1856692967723448
k-DPP,40,32,20,0.825,-31.152635401747705,1.1215676780796815
k-DPP,40,33,20,0.775,-31.154205159866507,1.2099338754903874
k-DPP,40,34,20,0.825,-32.415385102185375,1.136379418399844
k-DPP,40,35,20,0.775,-31.405207897425292,1.2245159646384434
k-DPP,40,36,20,0.925,-30.816877939687313,0.9276428555613374
k-DPP,40,37,20,0.7,-30.277076026075527,1.2926579551426813
k-DPP,40,38,20,0.75,-32.2035826927272,1.2437618852188477
k-DPP,40,39,20,0.7,-30.860027950604493,1.2708518746732083
k-DPP,40,40,20,0.775,-31.208733087939603,1.2245159646384434
k-DPP,40,41,20,0.825,-32.672706776141055,1.0978369532603283
k-DPP,40,42,20,0.75,-31.536100537430695,1.1924368463536412
k-DPP,40,43,20,0.85,-32.3574820723993,1.1099602702963318
k-DPP,40,44,20,0.825,-32.191675589867764,1.1307637755622766
k-DPP,40,45,20,0.775,-31.722679392492477,1.2245159646384434
k-DPP,40,46,20,0.925,-30.96639326628949,0.9522402870850516
k-DPP,40,47,20,0.725,-32.36956270739992,1.2797469038967961
k-DPP,40,48,20,0.725,-34.148558992269095,1.2588473036026393
k-DPP,40,49,20,0.85,-31.898768626092473,1.1143848308645332
k-DPP,40,50,20,0.8,-32.137786553562,1.1302742002374315
k-DPP,40,51,20,0.825,-31.487418465378955,1.0168705000772613
k-DPP,40,52,20,0.75,-33.01287782249254,1.2353468116280646
k-DPP,40,53,20,0.875,-31.06240907832793,1.0426060140019753
k-DPP,40,54,20,0.85,-32.76288559604347,1.1073613165261662
k-DPP,40,55,20,0.85,-32.23995463350244,1.1143848308645332
k-DPP,40,56,20,0.775,-31.742239693493442,1.2212845423584522
k-DPP,40,57,20,0.875,-32.459517652093105,1.0234450043401695
k-DPP,40,58,20,0.825,-30.296288944320445,1.151667979885236
k-DPP,40,59,20,0.925,-30.08465065283576,0.9549462889286056
k-DPP,40,60,20,0.875,-31.433208696468892,1.0454670557247812
k-DPP,40,61,20,0.725,-33.3792856705257,1.2601280757569755
k-DPP,40,62,20,0.925,-31.784073228522313,0.9045017244629406
k-DPP,40,63,20,0.825,-32.77296137636152,1.136379418399844
k-DPP,40,64,20,0.825,-30.756062704547222,1.1215676780796815
k-DPP,40,65,20,0.775,-31.440216251090863,1.2147944467194112
k-DPP,40,66,20,0.775,-32.02266012987301,1.2212845423584522
k-DPP,40,67,20,0.9,-31.1120919969346,0.9265066032895329
k-DPP,40,68,20,0.8,-31.699886001018776,1.173086737130507
k-DPP,40,69,20,0.775,-30.38147170807627,1.1546213996999617
k-DPP,40,70,20,0.725,-32.03106390224685,1.2446810063228948
k-DPP,40,71,20,0.875,-31.852996724879382,1.0670432111586647
k-DPP,40,72,20,0.775,-30.957884062608397,1.1432707328318967
k-DPP,40,73,20,0.85,-33.17458584716832,1.115856268365936
k-DPP,40,74,20,0.725,-31.434006537382604,1.2496272508444413
k-DPP,40,75,20,0.725,-31.696993068749425,1.2601280757569755
k-DPP,40,76,20,0.825,-33.329777927499514,1.151667979885236
k-DPP,40,77,20,0.825,-31.281284122466946,1.1069643736099237
k-DPP,40,78,20,0.825,-31.706126730551734,1.1368562395650734
k-DPP,40,79,20,0.825,-30.341827526655255,1.151667979885236
k-DPP,40,80,20,0.95,-30.490931040112915,0.8903460262836665
k-DPP,40,81,20,0.9,-30.58667915965459,1.0168405497299906
k-DPP,40,82,20,0.8,-32.0773787799232,1.153241118422672
k-DPP,40,83,20,0.7,-32.140592057138235,1.2580481453641945
k-DPP,40,84,20,0.8,-31.82743470344549,1.1809664369909507
k-DPP,40,85,20,0.7,-31.698946683189053,1.2852343430776518
k-DPP,40,86,20,0.875,-31.249687395389977,1.036865055811623
k-DPP,40,87,20,0.85,-33.25062782767179,1.0921047898339231
k-DPP,40,88,20,0.875,-31.06114344688896,1.064182169435859
k-DPP,40,89,20,0.925,-30.650226501378533,0.8908913577034254
k-DPP,40,90,20,0.675,-32.21060829874133,1.2948836677515692
k-DPP,40,91,20,0.65,-32.98407648659412,1.3350851650920204
k-DPP,40,92,20,0.775,-32.17306142305529,1.145205409188737
k-DPP,40,93,20,0.725,-31.61314135193054,1.2797469038967961
k-DPP,40,94,20,0.775,-33.75368646591397,1.2212845423584522
k-DPP,40,95,20,0.8,-31.918516242430034,1.1919860852527375
k-DPP,40,96,20,0.775,-31.9483133276495,1.2034437798513462
k-DPP,40,97,20,0.875,-31.631131932718997,0.9829167527825078
k-DPP,40,98,20,0.875,-29.9323348671468,1.0641821694358589
k-DPP,40,99,20,0.85,-32.218072145468035,1.078542266530246
k-DPP,40,0,30,0.6,-31.877354468165983,1.354653309514755
k-DPP,40,1,30,0.7,-31.039909569332877,1.299825308244313
k-DPP,40,2,30,0.625,-31.746352483631515,1.3533763335818898
k-DPP,40,3,30,0.675,-31.668762935272735,1.3145328001833665
k-DPP,40,4,30,0.725,-32.63162703097115,1.2670717118463555
k-DPP,40,5,30,0.7,-33.190885261350154,1.287814742102076
k-DPP,40,6,30,0.7,-29.967001519341082,1.2836285677315502
k-DPP,40,7,30,0.8,-32.44908888918665,1.1856692967723448
k-DPP,40,8,30,0.65,-32.86478077131609,1.3183841597261436
k-DPP,40,9,30,0.65,-32.6560525706091,1.332870876511696
k-DPP,40,10,30,0.7,-32.92512621809575,1.2708248384225362
k-DPP,40,11,30,0.575,-31.066127922664084,1.3678057098247929
k-DPP,40,12,30,0.75,-33.20306502600113,1.2353468116280646
k-DPP,40,13,30,0.6,-32.31527020940145,1.347208482128024
k-DPP,40,14,30,0.825,-30.720578482108074,1.136379418399844
k-DPP,40,15,30,0.675,-31.62568864136451,1.3033547178082423
k-DPP,40,16,30,0.7,-31.34368458165186,1.2980380723866656
k-DPP,40,17,30,0.65,-33.64644691831605,1.2798452500942772
k-DPP,40,18,30,0.825,-31.88356232599565,1.1307637755622766
k-DPP,40,19,30,0.725,-30.440944382594182,1.2797469038967961
k-DPP,40,20,30,0.675,-31.19050560287842,1.3033547178082423
k-DPP,40,21,30,0.6,-29.60327114787476,1.3661588475692017
k-DPP,40,22,30,0.65,-32.167488758114665,1.3241821248572836
k-DPP,40,23,30,0.675,-32.10988326735139,1.3223026511047082
k-DPP,40,24,30,0.675,-33.17877854034951,1.303354717808242
k-DPP,40,25,30,0.7,-28.380039416028666,1.2852343430776518
k-DPP,40,26,30,0.65,-32.817031090383544,1.2779202721425356
k-DPP,40,27,30,0.675,-33.28057111124545,1.3108205863739777
k-DPP,40,28,30,0.75,-33.77103840698242,1.2504484467910815
k-DPP,40,29,30,0.75,-31.255766736311713,1.1937701662999647
k-DPP,40,30,30,0.625,-30.556452144389148,1.3533763335818898
k-DPP,40,31,30,0.6,-31.36207274805786,1.3577864988281498
k-DPP,40,32,30,0.775,-31.722761475493037,1.2245159646384434
k-DPP,40,33,30,0.65,-30.18562461388653,1.2876716260045196
k-DPP,40,34,30,0.625,-31.721797561297237,1.3289621764262698
k-DPP,40,35,30,0.825,-32.87103862919527,1.1091960812904793
k-DPP,40,36,30,0.575,-31.763285433617597,1.3558011387542241
k-DPP,40,37,30,0.75,-32.78277841758022,1.2349116055524907
k-DPP,40,38,30,0.65,-32.561891884130425,1.3241821248572836
k-DPP,40,39,30,0.75,-31.191599583643367,1.2332437021178952
k-DPP,40,40,30,0.725,-30.427773010469235,1.2174740752396225
k-DPP,40,41,30,0.575,-32.09346398016381,1.369360801453809
k-DPP,40,42,30,0.75,-29.911580194847044,1.248780543356486
k-DPP,40,43,30,0.7,-32.36600863307531,1.2836285677315502
k-DPP,40,44,30,0.8,-32.22264237692089,1.161120818283116
k-DPP,40,45,30,0.6,-32.94389617573221,1.3609399069340555
k-DPP,40,46,30,0.65,-31.724002735012533,1.3241821248572836
k-DPP,40,47,30,0.75,-31.73120332576426,1.2437618852188477
k-DPP,40,48,30,0.75,-32.10062589826226,1.2332437021178952
k-DPP,40,49,30,0.725,-32.65253988953517,1.2762917646045535
k-DPP,40,50,30,0.8,-31.801737002592425,1.1809664369909507
k-DPP,40,51,30,0.8,-30.954744127320307,1.1856692967723448
k-DPP,40,52,30,0.65,-34.155790857471814,1.3057360242692195
k-DPP,40,53,30,0.65,-31.871590736643874,1.3241821248572836
k-DPP,40,54,30,0.725,-30.849471180018636,1.2797469038967961
k-DPP,40,55,30,0.825,-31.821824228842672,1.1547029362320347
k-DPP,40,56,30,0.725,-31.19078352001035,1.270526851138598
k-DPP,40,57,30,0.75,-34.69191265456855,1.253814421744158
k-DPP,40,58,30,0.65,-32.687326602755206,1.332870876511696
k-DPP,40,59,30,0.55,-31.711342350189756,1.3493656043083968
k-DPP,40,60,30,0.725,-30.996339170786463,1.2514063333491916
k-DPP,40,61,30,0.65,-30.82619743164019,1.3292871999608802
k-DPP,40,62,30,0.75,-32.68831214923848,1.161798369952034
k-DPP,40,63,30,0.75,-33.51048632503788,1.2437618852188477
k-DPP,40,64,30,0.775,-30.335680233945933,1.1917829421511372
k-DPP,40,65,30,0.65,-32.53548401231523,1.2948329840344832
k-DPP,40,66,30,0.7,-31.632080240944536,1.224068338005115
k-DPP,40,67,30,0.775,-30.814659132830975,1.145205409188737
k-DPP,40,68,30,0.675,-30.287021849152534,1.3185904372953194
k-DPP,40,69,30,0.675,-32.589180660357705,1.3185904372953194
k-DPP,40,70,30,0.675,-32.545313517994366,1.2735586526749767
k-DPP,40,71,30,0.7,-29.950284681704073,1.2968441295132072
k-DPP,40,72,30,0.6,-32.51226070909381,1.3451529218673648
k-DPP,40,73,30,0.725,-30.977601136208985,1.2797469038967961
k-DPP,40,74,30,0.65,-31.165807675986784,1.3241821248572836
k-DPP,40,75,30,0.65,-32.315014092683924,1.3057360242692195
k-DPP,40,76,30,0.725,-30.883516333099195,1.2670717118463555
k-DPP,40,77,30,0.8,-31.055554521903147,1.173086737130507
k-DPP,40,78,30,0.75,-30.993878896708424,1.2332437021178952
k-DPP,40,79,30,0.725,-31.04735238229746,1.2693481285151735
k-DPP,40,80,30,0.7,-32.63496680637771,1.2541813939702853
k-DPP,40,81,30,0.725,-31.142020523037036,1.2588473036026393
k-DPP,40,82,30,0.675,-32.51193520164609,1.3108205863739777
k-DPP,40,83,30,0.675,-31.03403431754173,1.3108205863739777
k-DPP,40,84,30,0.675,-31.120303068217655,1.3185904372953194
k-DPP,40,85,30,0.675,-32.12212480639975,1.3185904372953194
k-DPP,40,86,30,0.575,-31.287845689631546,1.3737224209213676
k-DPP,40,87,30,0.725,-33.46739346847168,1.2797469038967961
k-DPP,40,88,30,0.7,-32.36936727144984,1.287814742102076
k-DPP,40,89,30,0.7,-32.453538310983845,1.2580481453641945
k-DPP,40,90,30,0.875,-32.16092076439589,1.0641821694358589
k-DPP,40,91,30,0.825,-31.81205741154025,1.0168705000772613
k-DPP,40,92,30,0.7,-31.79980716283708,1.2852343430776518
k-DPP,40,93,30,0.825,-29.4517687678936,1.139891195911872
k-DPP,40,94,30,0.675,-31.841399689659493,1.2510753147429134
k-DPP,40,95,30,0.65,-33.308855514425964,1.3292871999608802
k-DPP,40,96,30,0.7,-32.916777048462784,1.299825308244313
k-DPP,40,97,30,0.7,-30.228101366887778,1.2629806359748503
k-DPP,40,98,30,0.575,-30.239966952540154,1.367805709824793
k-DPP,40,99,30,0.675,-32.05601352193427,1.2608316671473743
k-DPP,40,0,40,0.475,-30.460614551974217,1.3533763335818898
k-DPP,40,1,40,0.55,-31.648763872761773,1.367805709824793
k-DPP,40,2,40,0.725,-31.55192992685626,1.2693481285151735
k-DPP,40,3,40,0.75,-31.29222693063959,1.2437618852188477
k-DPP,40,4,40,0.55,-32.67246282254065,1.369360801453809
k-DPP,40,5,40,0.625,-32.061196889018795,1.3412917710314491
k-DPP,40,6,40,0.575,-29.78011461669419,1.310820586373978
k-DPP,40,7,40,0.625,-31.855967317337477,1.3426487384441863
k-DPP,40,8,40,0.425,-33.46421377004562,1.3737224209213676
k-DPP,40,9,40,0.65,-31.914775516638965,1.3183841597261436
k-DPP,40,10,40,0.575,-31.788536017688898,1.354653309514755
k-DPP,40,11,40,0.6,-31.153291864722487,1.3289621764262698
k-DPP,40,12,40,0.625,-31.61810257749968,1.3493656043083968
k-DPP,40,13,40,0.525,-31.41135980537455,1.3145328001833665
k-DPP,40,14,40,0.75,-33.670998322741895,1.1634662733866294
k-DPP,40,15,40,0.325,-32.93081525582942,1.3111245687295838
k-DPP,40,16,40,0.45,-30.817405598620248,1.3700815779706008
k-DPP,40,17,40,0.55,-32.68359915487151,1.369360801453809
k-DPP,40,18,40,0.6,-31.70901265782085,1.2845384366911246
k-DPP,40,19,40,0.475,-30.917636297991407,1.346659467717679
k-DPP,40,20,40,0.5,-29.51524912713839,1.3812859942735338
k-DPP,40,21,40,0.45,-33.43961571809142,1.3785024724903538
k-DPP,40,22,40,0.675,-31.98805521613872,1.3185904372953194
k-DPP,40,23,40,0.775,-31.693101377248954,1.1917829421511372
k-DPP,40,24,40,0.625,-31.63944369320687,1.3533763335818898
k-DPP,40,25,40,0.5,-29.705455627100566,1.3812859942735338
k-DPP,40,26,40,0.65,-30.74388823109967,1.3057360242692195
k-DPP,40,27,40,0.525,-32.236014391103375,1.3737224209213679
k-DPP,40,28,40,0.6,-31.230582823838972,1.347208482128024
k-DPP,40,29,40,0.5,-31.209772207428955,1.35337633358189
k-DPP,40,30,40,0.675,-31.316513662244404,1.3033547178082423
k-DPP,40,31,40,0.7,-31.880804413879925,1.2294484552490994
k-DPP,40,32,40,0.625,-32.72034664021312,1.3493656043083968
k-DPP,40,33,40,0.5,-33.16156009747948,1.3837901776967123
k-DPP,40,34,40,0.475,-31.48269907245608,1.3785024724903538
k-DPP,40,35,40,0.45,-31.252049773210693,1.3609399069340558
k-DPP,40,36,40,0.575,-35.71666330035898,1.3737224209213676
k-DPP,40,37,40,0.625,-31.168495834418554,1.3533763335818898
k-DPP,40,38,40,0.675,-31.322335436966924,1.2845384366911246
k-DPP,40,39,40,0.525,-31.81255014765661,1.363025658255807
k-DPP,40,40,40,0.7,-34.04388041307623,1.2926579551426813
k-DPP,40,41,40,0.6,-30.405612830797317,1.363025658255807
k-DPP,40,42,40,0.625,-31.96605110098525,1.3493656043083968
k-DPP,40,43,40,0.55,-30.12430256911615,1.3785024724903538
k-DPP,40,44,40,0.7,-31.3869880635376,1.2798542258336676
k-DPP,40,45,40,0.55,-31.732014820544386,1.3762266043445464
k-DPP,40,46,40,0.525,-31.81747602108263,1.369360801453809
k-DPP,40,47,40,0.7,-31.392044332448915,1.2312356911067466
k-DPP,40,48,40,0.65,-31.303665920245933,1.337010143043762
k-DPP,40,49,40,0.475,-32.060396122107406,1.3785024724903538
k-DPP,40,50,40,0.75,-32.117103465869924,1.2504484467910815
